303,Moules frites,"{- 1,4 kg de moules de Bouchot,- 1 noix de beurre,- 2 échalotes,- 1 cuil. à soupe de farine,- 25 cl de vin blanc,- Quelques brins de persil frais,- 5 cl de crème liquide,- Sel, poivre du moulin
 
Recette extraite du livre Classiques d'hier et d'aujourd'hui : recettes testées à la maison de Eva Harlé}",,,17
290,Tajine d'agneau à la courgette,"{-  1,4 kg d'épaule d'agneau coupée en cubes,-  1,4 kg de courgettes,-  2 oignons,-  2 gousses d'ail,-  2 cuil. à soupe d'huile d'olive,-  1 bâton de cannelle,-  1 dose de safran,-  1 cuil. à café de ras,- el,- hanout,-  Sel, poivre}",,,12
262,Cake au citron,"{-  150 g de beurre + 10 g pour le moule,-  150 g de sucre en poudre,-  3 œufs entiers,-  2 citrons,-  250 g de farine tamisée,-  1 sachet de levure,-  1 pincée de sel}",,,2
118,Filets de sole bonne-femme,"{-  150 g de champignons de Paris,-  1 échalote,-  1 cuil. à café de persil haché,-  10 cl de vin blanc sec,-  800 g de filets de sole,-  20 cl de crème liquide légère,-  70 g de beurre}",,,7
712,Gratin d'orange aux pépites de chocolat,"{-  150 g de chocolat noir à dessert (en tablette ou sous forme de pépites),-  3 à 4 oranges,-  1 citron,-  40 cl de lait demi,- écrémé,-  5 œufs,-  80 g de sucre,-  1 cuil. à soupe de farine,-  20 g de beurre}",,,2
756,Tian de pommes aux fruits secs et écorces d’oranges,"{- 15 cl d’eau,- 4 cuil. à soupe de miel,- 50 g de noisettes décortiquées,- 8 dattes,- 50 g d’écorces d’oranges confites,- 6 pommes non traitées}",,,2
412,Ailes de dinde épicées,"{-  1,5 kg d'ailes de dinde,-  20 cl de sauce salsa,-  6 cl de sauce de soja,-  3 gousses d'ail,-  50 g de cassonade,-  Quelques pincées de piment de Cayenne,-  Sel}",,,9
610,Daube de bison,"{- 1,5 kg de bison à braiser (gîte, paleron, collier) coupé en morceaux1,5 l de vin rouge4 oignons4 carottes1 gousse d'ail1 bouquet garni40 cl de bouillon de viande55 g de farine70 g de beurreHuile de tournesol pour la poêleSel et poivre noir}",,,3
277,Lasagnes à la courge muscade de Provence,"{-  1,5 kg de courge muscade de Provence,-  1 paquet de plaques à lasagnes,-  2 oignons,-  3 gousses d'ail,-  2 fromages de chèvre secs,-  70 g de farine,-  1 l de lait entier,-  70 g de beurre,-  3 pincées de thym,-  1 bouquet de basilic,-  6 cuil. à soupe d'huile d'olive,-  1 tablette de bouillon de volaille,-  Sel, poivre}",,,20
459,Civet de biche au vin de Cahors et airelles,"{-  1,5 kg d'épaule de biche, coupée en morceaux,-  1,8 l de vin rouge,-  3 oignons,-  3 carottes,-  1 gousse d'ail,-  1 bouquet garni,-  45 cl de bouillon de viande,-  65 g de farine,-  90 g de beurre,-  5 cl de sang de porc, à commander au charcutier,-  4 cuil. à soupe de confiture d'airelles,-  huile de tournesol,-  sel et poivre noir}",,,3
2,Chevreuil grand veneur,"{- 1,5 kg d'épaule de chevreuil coupée en morceaux1,2 l de vin rouge5 cl de vinaigre5 cl de Cognac3 oignons3 carottes1 clou de girofle1 gousse d'ail1 bouquet garni45 cl de bouillon de viande65 g de farine90 g de beurre4 cuil. à soupe de confiture d'airelles100 g d'airelles surgeléeshuile de tournesolsel et poivre noir}",,,3
226,Veau marengo,"{- 1,5 kg d’épaule de veau,- 4 oignons,- 2 gousses d’ail,- 40 g de farine,- 1 petit bouquet garni,- 20 cl de vin blanc,- 1 cuil. à soupe de concentré de tomates,- 800 g de tomates,- 1 l de fond de veau,- 300 g de petits champignons de Paris,- 1 botte de ciboulette,- Huile d’arachide,- Sel, poivre du moulin Recette extraite de Cocottes et mijotés de Stéphane Lagorce}",,,4
728,Gratin dauphinois,"{-  1,5 kg de pommes de terre farineuses,-  5 grosses gousses d'ail,-  100 g de beurre mou,-  1 litre de lait cru,-  30 cl de crème fleurette,-  1 bonne pincée de noix muscade (facultatif),-  Sel, poivre}",,,8
4,Travers de porc laqués,"{-  1,5 kg de travers de porc,-  2 gousses d'ail,-  3 cm de gingembre,-  1 cuil. à soupe de poudre cinq,- épices,-  4 cuil. à soupe de miel,-  1 cuil. à soupe de Maïzena®,-  4 cuil. à soupe de sauce soja,-  2 cuil. à soupe de vinaigre de riz (à défaut du vinaigre de Xeres),-  1 cuil. à soupe d'huile de sésame,-  1 cuil. à café de poivre moulu}",,,5
404,Cailles au raisin et à la crème,"{-  16 cailles vidées et parées,-  2 oignons,-  1 gousse d'ail,-  100 g de beurre,-  1/2 cuil. à café de sel,-  1 cuil. à café de poivrePour la garniture:,-  20 cl de crème fraîche,-  2 kg de raisins frais (muscat),-  50 g de beurre}",,,3
120,Gambas au curry,"{-  16 gambas surgelées crues,-  1 boîte de tomates pelées et épépinées (250 g),-  2 échalotes,-  1 gousse d'ail,-  1 tronçon de gingembre de 2 cm,-  1 cuil. à café de cumin en poudre,-  1 cuil. à soupe de curry,-  2 cuil. à soupe d'huile,-  Sel}",,,16
462,Sauté de bison cajun,"{- 1,6 kg de bison à braiser (collier, jarret)4 oignons4 poivrons1?4 de cuil. à soupe de piment de Cayenne1?4 de cuil. à soupe de poivre gris1?2 cuil. à soupe de paprika1?2 cuil. à soupe de sel1?2 cuil. à soupe de cumin en poudre1?2 cuil. à soupe d'herbes de Provence1 cuil. à soupe pointue de farine4 tomates40 cl de bouillon de légumes ou de viande400 g d'okras (ou gombos)Huile d'arachide pour la cocotteSel et poivre}",,,3
135,Risotto aux noix de Saint-Jacques poêlées,"{-  16 noix de Saint,- Jacques,-  2 blancs de poireaux,-  2 gousses d'ail,-  Le jus de 2 citrons,-  10 cl de crème liquide,-  60 g de parmesan râpé,-  250 g de riz à grains ronds,-  90 cl de bouillon de poulet,-  10 cl de moscatelleou de vin blanc sec,-  2 cuil. à soupe de coriandre fraîche hachée,-  3 cuil. à soupe d'huile d'olive,-  Sel, poivre blanc du moulin}",,,14
141,Crumble de poires et Saint-Nectaire fermier,"{- 180 g de Saint,- Nectaire fermier 3 poires « passe,- crassane » 150 g de farine 150 g de beurre 150 g d’amandes hachées 150 g de sucre cassonade}",,,2
108,Lapin à la moutarde,"{-  1,8 à 2 kg de lapin coupé en morceaux,-  3 échalotes,-  60 g de beurre,-  15 cl de crème liquide,-  3 cuil. à soupe de moutarde,-  10 cl de vinaigre de vin,-  2 cuil. à soupe d'huile,-  Sel, poivre du moulin}",,,19
287,Raie sauce crème,"{-  1 aile de raie de 800 g environ,-  1 carotte,-  1 oignon piqué d'un clou de girofle,-  1 bouquet garni (thym frais, laurier, persil plat),-  1 gousse d'ail pelée,-  20 cl de vin blanc sec,-  5 gouttes de pastis,-  20 cl de crème fraîche,-  2 jaunes d'œufs,-  1 bouquet de persil plat,-  Sel, poivre du moulin, poivre en grains}",,,7
416,Canard à l'antillaise,"{-  1 canard de 1,5 kg, préparé et coupé en morceaux,-  1 oignon,-  Le jus de 1 citron vert,-  25 cl de bouillon de volaille,-  3 cuil. à soupe d'huile d'olive,-  3 cuil. à soupe de rhum,-  2 cuil. à soupe de concentré de tomate,-  Quelques clous de girofle,-  1 cuil. à soupe de thym,-  3 cuil. à soupe de Cointreau,-  20 g de beurre,-  Sel, poivre du moulin}",,,9
415,Coq au riesling,"{-  1 coq de 1,2 à 1,5 kg coupé en morceaux,-  1 carotte,-  1 jaune d'œuf,-  20 cl de crème fraîche,-  3 échalotes,-  2 gousses d'ail non pelées,-  1 cuil. à soupe de farine,-  25 cl de riesling,-  15 cl de cognac,-  1 tablette de bouillon de volaille,-  1 cuil. à café de jus de citron,-  20 g de beurre,-  2 cuil. à soupe d'huile,-  1 pincée de noix muscade,-  Sel, poivre}",,,9
568,Coq au vin,"{-  1 coq de 2 kg coupé en morceaux,-  150 g de lardons fumés,-  150 g de lardons demi,- sel,-  250 g de petits champignons de Paris,-  250 g d'échalotes,-  75 cl de bourgogne rouge (pommard),-  2 cuil. à soupe de fine champagne,-  65 g de beurre,-  1 bouquet garni,-  1 cuil. à soupe de marjolaine séchée,-  50 g de chocolat noir,-  4 cuil. à soupe de chapelure,-  Sel, poivre du moulin}",,,9
618,Côte de bœuf grillée,"{-  1 côte de boeuf de 1,2 kg
 
Barbecue &amp; Plancha,-  Recettes gourmandes testées Barbecue &amp; Plancha,-  Recettes gourmandes testées de Loïc Hanno}",,,11
116,Daurade à la citronnelle,"{-  1 dorade grise vidée (1,2 à 1,4 kg),-  2 tomates,-  2 oignons nouveaux,-  4 branches de citronnelle,-  1 botte de coriandre,-  1 botte de ciboulette,-  1 piment rouge frais,-  2 cuil. à soupe d'huile végétale,-  Nuoc,- mâm,-  Sel, poivre}",,,7
476,Quenelles de brochet,"{- 1 douzaine de grosses quenelles (en sachet)Sauce aurore :,- 30 g de beurre,- 30 g de farine (1 cuillerée à soupe bombée),- ½ litre de lait,- 1 cuil. à café de concentré de tomate,- Sel, poivre
 
Recette extraite du livre Les recettes faciles de Françoise Bernard}",,,7
442,Tajine d'agneau aux raisins et aux amandes,"{-  1 épaule d'agneau de 1,5 kg,-  1 kg d'oignons,-  500 g de raisins secs blonds,-  250 g d'amandes mondées,-  1 cuil. à café de gingembre,-  1 cuil. à café de cannelle,-  1 cuil. à soupe de sucre en poudre,-  8 cuil. à soupe d'huile d'olive,-  2 cuil. à soupe d'huile pour friture,-  Sel, poivre du moulin}",,,12
736,Pot-au-feu breton,"{-  1 épaule d'agneau désossée et roulée,-  1 kg de plat de côtes,-  500 g de lard,-  1 saucisson à cuire,-  1 chou,-  4 carottes,-  4 navets,-  4 poireaux,-  1 céleri,- rave,-  1 oignon,-  50 g de beurre demi,- sel,-  Sel, poivre du moulin,-  Tranches de pain rassis pour servir}",,,12
7,Faisan grand-mère,{- 1 faisan découpé200 g de lardons200 g de petits oignons nouveaux300 g de champignons de Paris1 verre de vin blanc20 cl de bouillon de volaille ou de bœufQuelques brins de persilHuile de tournesol pour la cocottesel et poivre noir},,,3
599,Filet mignon de porc gratiné au Saint-Nectaire,"{- 1 filet mignon de porc 100 g de Saint,- Nectaire 100 g de chapelure 100 g de beurre 25 cl de fond de veau froid Sel, poivre}",,,5
574,Foie gras de canard en cocotte,"{-  1 foie gras de canard cru de 500 g , de bonne qualité,-  100 g de graisse d'oie,-  10 g de sel,-  5 g de poivre}",,,25
706,Agneau sucré aux dattes,"{-  1 gigot d'agneau de 1,8 kg,-  1 kg de dattes,-  5 oignons,-  2 gousses d'ail,-  100 g de beurre,-  1 cuil. à café de gingembre,-  1 cuil. à café de cannelle,-  1 cuil. à café de curcuma,-  3 cuil. à soupe de miel d'acacia liquide,-  1 cuil. à soupe de graines de sésame,-  Sel}",,,12
554,Agneau aux fèves et aux artichauts,"{-  1 gigot d'agneau de 2 kg,-  16 gros artichauts,-  1 kg de fèves fraîches,-  2 oignons,-  8 gousses d'ail,-  1 citron,-  1 bouquet de coriandre,-  1 cuil. à café de curcuma,-  1/2 cuil. à café de gingembre,-  4 cuil. à soupe d'huile d'olive,-  Sel, poivre du moulin}",,,12
274,Gigot d'agneau en méchoui,"{-  1 gigot d'agneau de 3 kg environ,-  150 g de beurre,-  1 cuil. à café de cumin,-  1 cuil. à café de paprika doux,-  1 cuil. à café de coriandre en poudre,-  Sel, poivre}",,,12
640,Gigot d'agneau rôti,"{- 1 gigot d’agneau (prêt à cuire),- 6 gousses d’ail rose,- 1 botte de basilic,- 80 g de beurre,- 2 cuil. à soupe d’huile d’olive,- Sel, poivre du moulin
 
Recette extraite du livre Viandes de Jean,- François Mallet}",,,12
121,Gigot au riz pilaf,"{-  1 gigot de 1,5 kg,-  300 g de viande hachée,-  500 g de riz long,-  2 cuil. à soupe d'huile,-  2 cuil. à café de cumin,-  2 cuil. à café de cannelle en poudre,-  6 graines de cardamome,-  2 feuilles de laurier,-  50 g d'amandes émondées,-  50 g de pignons de pin,-  Sel, poivre du moulin}",,,12
26,Crème brulée,"{-  1 gousse de vanille,-  15 cl de lait entier,-  4 jaunes d’œufs,-  75 g de sucre en poudre,-  30 cl de crème liquide,-  6 cuil. à soupe de sucre roux (pour caraméliser)
 
Recette extraite du livre La petite crèmerie,-  Recettes gourmandes testées à la maison de Eva Harlé}",,,15
580,Oie de Noël farcie,"{-  1 jeune oie de 3,5 à 4 kg (ou à défaut 1 gros canard),-  1/2 citronPour la farce :,-  4 boudins blancs truffés (environ 650 g),-  250 g de foie gras frais,-  6 échalotes,-  2 pommes acides (Granny Smith),-  4 à 5 tranches de pain de mie débarrassées de leur croûte,-  10 cl d'eau,- de,- vie de quetsche (ou de mirabelle),-  20 cl de tokay,- pinot gris,-  50 g de beurre,-  1/2 cuil. à café de thym émietté,-  1 cuil. à café de quatre,- épices,-  Sel, poivre}",,,9
731,Ragoût de bœuf aux épices (Mquele d'zitoun),"{-  1 kg de bœuf dans le jarret, coupé en morceaux de 50 à 60 g,-  5 gousses d'ail,-  1 citron,-  2 gros citrons confits,-  1 kg d'olives cassées au citron,-  1 feuille de laurier,-  1 cuil. à café de cumin en poudre,-  1 cuil. à café de niora concassé,-  1 cuil. à café de bicarbonate de soude,-  12 cuil. à soupe d'huile d'olive,-  Sel, poivre du moulin}",,,11
591,Tajine de bœuf aux patates douces,"{-  1 kg de bourguignon de bœuf,-  2 belles patates douces,-  2 oignons,-  1 petit poivron vert long,-  1/2 bouquet de persil plat,-  1/2 bouquet de coriandre,-  2 cuil. à café de curcuma,-  2 cuil. à café de niora concassé,-  1 cuil. à café de cumin en poudre,-  1/2 cuil. à café de harissa,-  3 cuil. à soupe d'huile de tournesol,-  Sel, poivre du moulin}",,,11
344,Clafoutis aux cerises,"{-  1 kg de cerises,-  1 gousse de vanille,-  200 g de sucre en poudre,-  25 g de beurre pour le moule,-  8 œufs,-  50 cl de lait entier,-  200 g de farine,-  1 pincée de sel
 
Recette extraite du livre Gâteaux de Thomas Feller}",,,2
413,Brochettes de poisson aux épices,"{-  1 kg de chair de poisson (lotte ou espadon),-  6 gousses d'ail,-  1 bouquet de persil,-  1 bouquet de coriandre,-  1 cuil. à café de piment doux,-  1/2 cuil. à café de piment fort,-  1/2 cuil. à café de cumin en poudre,-  3 cuil. à soupe d'huile,-  1 cuil. à café de sel}",,,7
417,"Couscous de poulet mariné, sauce thaïe","{-  1 kg de couscous fin,-  10 escalopes de poulet,-  8 carottes,-  10 navets,-  4 tomates,-  500 g de pois chiches en boîte,-  50 g de gingembre râpé,-  6 cl de sauce soja,-  1 cuil. à café de piment fort en poudre,-  50 cl de lait de coco en boîte,-  1 bouillon cube de poulet,-  12 pistils de safran,-  100 g de beurre,-  2 cuil. à soupe d'huile d'olive,-  Sel}",,,9
103,Couscous au bœuf et aux raisins secs,"{-  1 kg de couscous fin,-  1,5 kg de gîte de bœuf,-  250 g de pois chiches secs,-  1 kg de raisins secs,-  1 kg d'oignons,-  150 g de beurre,-  5 pistils de safran,-  1 cuil. à café de cannelle,-  1 cuil. à café de sel}",,,11
266,Couscous au poisson,"{-  1 kg de couscous fin,-  2 belles tranches de thon de 1,5 cm d'épaisseur,-  10 tranches de queue de lotte,-  500 g d'encornets,-  1,5 l de moules,-  10 petits rougets,-  300 g de pois chiches en boîte,-  6 tomates,-  5 carottes,-  6 courgettes,-  4 navets,-  1 gros poivron rouge,-  1 gros bulbe de fenouil,-  4 oignons,-  1 citron,-  5 gousses d'ail,-  1/2 cuil. à café de piment de Cayenne,-  1/2 cuil. à café de safran,-  3 cuil. à soupe d'huile d'olive,-  Sel, poivre}",,,7
109,Brochettes d'agneau et tian de légumes à l'origan et à la sarriette,"{-  1 kg de gigot d'agneau désossé,-  1 citron,-  2 gousses d'ail,-  2 cuil. à café de thym frais,-  8 cuil. à soupe d'huile d'olive,-  Poivre}",,,12
424,Gigot de mouton aux artichauts,"{-  1 kg de gigot découpé en morceaux,-  1,5 kg de fonds d'artichauts,-  2 oignons,-  1 bouquet de persil,-  1 cuil. à café de concentré de tomate,-  1 verre à moutarde d'huile,-  1 cuil. à café de poivre,-  1 cuil. à soupe de paprika en poudre,-  1 cuil. à café de sel,-  L'écorce de 2 citrons confits}",,,12
264,Brochettes de mouton,"{-  1 kg de gigot de mouton désossé,-  500 g de petits oignons blancs,-  8 tomates coupées en quartiers,-  1 bouquet de menthe fraîche hachée,-  1 bouquet de persil,-  3 cuil. à soupe d'huile,-  1/2 cuil. à café de sel,-  1 cuil. à café de poivre}",,,12
258,Cassoulet,"{-  1 kg de haricots blancs secs (cocos blancs ou haricots de Pamiers),-  4 abattis de poulet et canard (ailerons, cous, gésiers et foies),-  3 saucisses fumées à cuire,-  12 à 16 saucisses de Toulouse,-  2 belles couennes de porc,-  1 petite boîte de concentré de tomate,-  10 gousses d'ail,-  30 cl de vin blanc sec,-  250 g de chapelure,-  2 cuil. à soupe d'huile,-  Sel, poivre du moulin}",,,9
625,Plateau de fruits de mer,"{- 1 kg de langoustines vivantes,- 3 araignées ou tourteaux vivants d’environ 1 kg chacun,- 1 échalote,- 6 étrilles vivantes,- 18 crevettes roses vivantes,- 1 poignée de crevettes grises vivantes,- 12 bulots vivants,- 1 petit bol de bigorneaux vivants,- 1 douzaine de pouces,- pieds vivants,- 18 palourdes vivantes,- 18 huîtres creuses vivantes,- 18 huîtres plates vivantes,- Mayonnaise
 
Recette extraite du livre Bretagne,-  Recettes testées à la maison de Nathalie Beauvais}",,,17
441,Soupe aux moules,"{-  1 kg de moules,-  1 bouquet d'oseille,-  40 g de beurre,-  2 jaunes d'œufs,-  20 cl de crème fraîche,-  2 cuil. à soupe de farine,-  1 feuille de laurier,-  1 branche de thym,-  20 cl de vin blanc,-  Sel, poivre du moulin}",,,29
105,Cassolettes de moules au safran,"{-  1 kg de moules de bouchot,-  1 grosse échalote hachée,-  3 branches de persil,-  40 cl de vin blanc sec,-  50 g de carottes,-  50 g de céleri en branche,-  1 noix de beurre,-  2 cuil. à soupe de fumet de poisson déshydraté,-  1 jaune d'œuf,-  20 cl de crème fraîche liquide légère,-  2 mini,- dosettes de safran (soit 1/2 cuil. à café),-  Sel, poivre du moulin}",,,17
411,Chili con carne,"{-  1 kg de paleron de bœuf,-  2 grosses boîtes de haricots rouges,-  6 tomates,-  3 oignons,-  2 gousses d'ail,-  1 poivron vert,-  4 cuil. à soupe d'huile d'arachide,-  75 cl de bouillon de bœuf (tablette),-  3 cuil. à café de cumin en poudre,-  1 cuil. à café de paprika doux,-  125 g de concentré detomate,-  Quelques pincées de piment de Cayenne,-  1 bouquet de coriandre,-  Sel}",,,11
578,Moussaka,"{-  1 kg d'épaule d'agneau haché,-  1 kg d'aubergines,-  8 tomates,-  2 oignons,-  2 gousses d'ail,-  1 cuil. à soupe de thym frais,-  1 cuil. à soupe d'origan,-  20 cl de vin rouge,-  25 cl d'huile d'olive,-  Sel, poivrePour la béchamel :,-  50 cl de lait frais entier,-  40 g de beurre,-  100 g de fromage de brebis sec râpé,-  2 pincées de noix de muscade,-  40 g de farine}",,,12
461,Sauté de sanglier aux aubergines,{- 1 kg d'épaule de sanglier coupée en morceaux2 oignons4 gousses d'ail4 abricots secs1 pomme1 poivron rouge2 aubergines2 tomates fraîches30 cl de bouillon de viande ou de poulet3 cuil. à soupe de persil haché4 cuil. à soupe d'huile d'arachide pour la cocotteSel et poivre noir},,,3
219,Steak frites,"{- 1 kg de poire de bœuf,- 1 kg de pommes de terre charlotte,- Huile de friture,- Sel fin, fleur de sel, poivre
Recette extraite du livre Viandes de Jean,- François Mallet}",,,11
